strain,country
EPI_ISL_779775,Europe / Spain
EPI_ISL_831190,Europe / Spain
EPI_ISL_599399,Scotland
EPI_ISL_827958,Europe / Iceland
EPI_ISL_599472,Scotland
EPI_ISL_599480,Scotland
EPI_ISL_587151,Wales
EPI_ISL_599426,Scotland
EPI_ISL_599191,Scotland
EPI_ISL_599209,Scotland
EPI_ISL_599171,Scotland
EPI_ISL_599354,Scotland
EPI_ISL_599145,Scotland
EPI_ISL_599293,Scotland
EPI_ISL_831199,Europe / Spain
EPI_ISL_831194,Europe / Spain
EPI_ISL_599295,Scotland
EPI_ISL_599161,Scotland
EPI_ISL_829801,Europe / Iceland
EPI_ISL_599236,Scotland
EPI_ISL_585792,Wales
EPI_ISL_829488,Europe / Iceland
EPI_ISL_612905,Wales
EPI_ISL_599331,Scotland
EPI_ISL_639626,Wales
EPI_ISL_585610,Scotland
EPI_ISL_599160,Scotland
EPI_ISL_722248,Europe / Spain
EPI_ISL_632719,Europe / Netherlands
EPI_ISL_722229,Europe / Spain
EPI_ISL_722249,Europe / Spain
EPI_ISL_599390,Scotland
EPI_ISL_599316,Scotland
EPI_ISL_599249,Scotland
EPI_ISL_585880,Wales
EPI_ISL_599477,Scotland
EPI_ISL_722228,Europe / Spain
EPI_ISL_612522,Wales
EPI_ISL_612520,Wales
EPI_ISL_612518,Wales
EPI_ISL_612519,Wales
EPI_ISL_760152,Asia / South Korea
EPI_ISL_831196,Europe / Spain
EPI_ISL_722250,Europe / Spain
EPI_ISL_831192,Europe / Spain
EPI_ISL_599241,Scotland
EPI_ISL_831197,Europe / Spain
EPI_ISL_827648,Europe / Iceland
EPI_ISL_831195,Europe / Spain
EPI_ISL_827657,Europe / Iceland
EPI_ISL_831198,Europe / Spain
EPI_ISL_585603,Scotland
EPI_ISL_627872,Wales
EPI_ISL_2886710,Europe / Slovenia
EPI_ISL_827666,Europe / Iceland
EPI_ISL_599450,Scotland
EPI_ISL_1014724,Europe / Spain
EPI_ISL_599239,Scotland
EPI_ISL_654559,Europe / Spain
EPI_ISL_599361,Scotland
EPI_ISL_829481,Europe / Iceland
EPI_ISL_599286,Scotland
EPI_ISL_654560,Europe / Spain
EPI_ISL_599408,Scotland
EPI_ISL_830835,Europe / Switzerland
EPI_ISL_827955,Europe / Iceland
EPI_ISL_599325,Scotland
EPI_ISL_1014722,Europe / Spain
EPI_ISL_599466,Scotland
EPI_ISL_599369,Scotland
EPI_ISL_599279,Scotland
EPI_ISL_599342,Scotland
EPI_ISL_599332,Scotland
EPI_ISL_599429,Scotland
EPI_ISL_599326,Scotland
EPI_ISL_599394,Scotland
EPI_ISL_599414,Scotland
EPI_ISL_599403,Scotland
EPI_ISL_829484,Europe / Iceland
EPI_ISL_599452,Scotland
EPI_ISL_599291,Scotland
EPI_ISL_829485,Europe / Iceland
EPI_ISL_599235,Scotland
EPI_ISL_829482,Europe / Iceland
EPI_ISL_974062,North America / Canada
EPI_ISL_1020286,Europe / Belgium
EPI_ISL_599311,Scotland
EPI_ISL_599449,Scotland
EPI_ISL_599445,Scotland
EPI_ISL_599333,Scotland
EPI_ISL_599211,Scotland
EPI_ISL_599310,Scotland
EPI_ISL_599353,Scotland
EPI_ISL_599257,Scotland
EPI_ISL_599253,Scotland
EPI_ISL_827623,Europe / Iceland
EPI_ISL_599216,Scotland
EPI_ISL_612332,Scotland
EPI_ISL_760225,Asia / South Korea
EPI_ISL_1786420,Europe / Germany
EPI_ISL_612329,Scotland
EPI_ISL_585774,Wales
EPI_ISL_740334,Europe / Luxembourg
EPI_ISL_594828,Scotland
EPI_ISL_612330,Scotland
EPI_ISL_627759,Wales
EPI_ISL_7671907,Europe / Italy
EPI_ISL_585935,Wales
EPI_ISL_706904,Wales
EPI_ISL_612707,Wales
EPI_ISL_585816,Wales
EPI_ISL_585829,Wales
EPI_ISL_974093,North America / Canada
EPI_ISL_585839,Wales
EPI_ISL_829625,Europe / Iceland
EPI_ISL_828354,Europe / Iceland
EPI_ISL_609305,Wales
EPI_ISL_828095,Europe / Iceland
EPI_ISL_585704,Wales
EPI_ISL_594694,Scotland
EPI_ISL_827902,Europe / Iceland
EPI_ISL_585950,Wales
EPI_ISL_829622,Europe / Iceland
EPI_ISL_585780,Wales
EPI_ISL_827020,Europe / Iceland
EPI_ISL_632643,Europe / Netherlands
EPI_ISL_830836,Europe / Switzerland
EPI_ISL_1312507,Europe / Latvia
EPI_ISL_827018,Europe / Iceland
EPI_ISL_722230,Europe / Spain
EPI_ISL_3800829,Europe / Italy
EPI_ISL_826736,Europe / Iceland
EPI_ISL_706901,Scotland
EPI_ISL_638931,Scotland
EPI_ISL_612816,Wales
EPI_ISL_829620,Europe / Iceland
EPI_ISL_654284,Europe / Spain
EPI_ISL_585851,Wales
EPI_ISL_830195,Europe / Iceland
EPI_ISL_585826,Wales
EPI_ISL_585984,Wales
EPI_ISL_2450747,Europe / Italy
EPI_ISL_612331,Scotland
EPI_ISL_586003,Wales
EPI_ISL_1577888,Europe / Germany
EPI_ISL_1312510,Europe / Latvia
EPI_ISL_627875,Wales
EPI_ISL_1312601,Europe / Latvia
EPI_ISL_827300,Europe / Iceland
EPI_ISL_1390915,North America / Canada
EPI_ISL_609282,Wales
EPI_ISL_2886718,Europe / Slovenia
EPI_ISL_609296,Wales
EPI_ISL_585795,Wales
EPI_ISL_2756623,Europe / France
EPI_ISL_826739,Europe / Iceland
EPI_ISL_585498,Scotland
EPI_ISL_830401,Europe / Iceland
EPI_ISL_612328,Scotland
EPI_ISL_585922,Wales
EPI_ISL_585793,Wales
EPI_ISL_594683,Scotland
EPI_ISL_585993,Wales
EPI_ISL_680327,Northern Ireland
EPI_ISL_594738,Scotland
EPI_ISL_827907,Europe / Iceland
EPI_ISL_586016,Wales
EPI_ISL_585933,Wales
EPI_ISL_1260864,Europe / Italy
EPI_ISL_829624,Europe / Iceland
EPI_ISL_827028,Europe / Iceland
EPI_ISL_585775,Wales
EPI_ISL_827025,Europe / Iceland
EPI_ISL_594684,Scotland
EPI_ISL_585787,Wales
EPI_ISL_585983,Wales
EPI_ISL_585768,Wales
EPI_ISL_827021,Europe / Iceland
EPI_ISL_585882,Wales
EPI_ISL_585881,Wales
EPI_ISL_595492,Wales
EPI_ISL_826735,Europe / Iceland
EPI_ISL_2751165,Scotland
EPI_ISL_827295,Europe / Iceland
EPI_ISL_828349,Europe / Iceland
EPI_ISL_830406,Europe / Iceland
EPI_ISL_827296,Europe / Iceland
EPI_ISL_830404,Europe / Iceland
EPI_ISL_830394,Europe / Iceland
EPI_ISL_740003,Europe / Luxembourg
EPI_ISL_585958,Wales
EPI_ISL_826725,Europe / Iceland
EPI_ISL_585898,Wales
EPI_ISL_829623,Europe / Iceland
EPI_ISL_585499,Scotland
EPI_ISL_827301,Europe / Iceland
EPI_ISL_651955,Scotland
EPI_ISL_974100,North America / Canada
EPI_ISL_828206,Europe / Iceland
EPI_ISL_830400,Europe / Iceland
EPI_ISL_585847,Wales
EPI_ISL_830395,Europe / Iceland
EPI_ISL_627780,Wales
EPI_ISL_612333,Scotland
EPI_ISL_827299,Europe / Iceland
EPI_ISL_585960,Wales
EPI_ISL_585968,Wales
EPI_ISL_828353,Europe / Iceland
EPI_ISL_706891,Scotland
EPI_ISL_827029,Europe / Iceland
EPI_ISL_680324,Northern Ireland
EPI_ISL_828358,Europe / Iceland
EPI_ISL_609285,Wales
EPI_ISL_585911,Wales
EPI_ISL_828086,Europe / Iceland
EPI_ISL_828085,Europe / Iceland
EPI_ISL_827904,Europe / Iceland
EPI_ISL_827298,Europe / Iceland
EPI_ISL_609292,Wales
EPI_ISL_652104,Wales
EPI_ISL_826734,Europe / Iceland
EPI_ISL_652105,Wales
EPI_ISL_827294,Europe / Iceland
EPI_ISL_826737,Europe / Iceland
EPI_ISL_826724,Europe / Iceland
EPI_ISL_828357,Europe / Iceland
EPI_ISL_585802,Wales
EPI_ISL_579116,Oceania / New Zealand
EPI_ISL_827019,Europe / Iceland
EPI_ISL_706900,Scotland
EPI_ISL_828034,Europe / Iceland
EPI_ISL_622341,Europe / Denmark
EPI_ISL_622338,Europe / Denmark
EPI_ISL_622398,Europe / Denmark
EPI_ISL_722595,Europe / Netherlands
EPI_ISL_829760,Europe / Iceland
EPI_ISL_748131,Europe / Denmark
EPI_ISL_830004,Europe / Iceland
EPI_ISL_829996,Europe / Iceland
EPI_ISL_628588,Scotland
EPI_ISL_586006,Wales
EPI_ISL_829497,Europe / Iceland
EPI_ISL_585957,Wales
EPI_ISL_628584,Scotland
EPI_ISL_585885,Wales
EPI_ISL_829997,Europe / Iceland
EPI_ISL_628536,Wales
EPI_ISL_722594,Europe / Netherlands
EPI_ISL_828038,Europe / Iceland
EPI_ISL_620219,Europe / Denmark
EPI_ISL_763230,Europe / Netherlands
EPI_ISL_585815,Wales
EPI_ISL_628583,Scotland
EPI_ISL_628585,Scotland
EPI_ISL_829496,Europe / Iceland
EPI_ISL_829254,Europe / Iceland
EPI_ISL_594665,Scotland
EPI_ISL_594662,Scotland
EPI_ISL_594674,Scotland
EPI_ISL_954183,Europe / Italy
EPI_ISL_594676,Scotland
EPI_ISL_913069,Europe / Austria
EPI_ISL_654233,Europe / Spain
EPI_ISL_654456,Europe / Spain
EPI_ISL_829262,Europe / Iceland
EPI_ISL_829265,Europe / Iceland
EPI_ISL_594729,Scotland
EPI_ISL_595895,Scotland
EPI_ISL_830840,Europe / Switzerland
EPI_ISL_706897,Scotland
EPI_ISL_609223,Wales
EPI_ISL_829763,Europe / Iceland
EPI_ISL_829764,Europe / Iceland
EPI_ISL_594706,Scotland
EPI_ISL_594716,Scotland
EPI_ISL_829495,Europe / Iceland
EPI_ISL_594696,Scotland
EPI_ISL_594711,Scotland
EPI_ISL_594730,Scotland
EPI_ISL_1140280,Europe / Germany
EPI_ISL_1140279,Europe / Germany
EPI_ISL_620150,Europe / Denmark
EPI_ISL_619428,Europe / Denmark
EPI_ISL_628461,Scotland
EPI_ISL_628415,Wales
EPI_ISL_628436,Scotland
EPI_ISL_628420,Wales
EPI_ISL_829492,Europe / Iceland
EPI_ISL_632642,Europe / Netherlands
EPI_ISL_620178,Europe / Denmark
EPI_ISL_632645,Europe / Netherlands
EPI_ISL_620380,Europe / Denmark
EPI_ISL_619427,Europe / Denmark
EPI_ISL_619429,Europe / Denmark
EPI_ISL_651736,Scotland
EPI_ISL_619451,Europe / Denmark
EPI_ISL_651734,Scotland
EPI_ISL_628456,Scotland
EPI_ISL_628457,Scotland
EPI_ISL_620021,Europe / Denmark
EPI_ISL_620037,Europe / Denmark
EPI_ISL_620179,Europe / Denmark
EPI_ISL_628462,Scotland
EPI_ISL_620262,Europe / Denmark
EPI_ISL_632641,Europe / Netherlands
EPI_ISL_829493,Europe / Iceland
EPI_ISL_638933,Scotland
EPI_ISL_625453,Wales
EPI_ISL_639869,Republic of Ireland
EPI_ISL_639868,Republic of Ireland
EPI_ISL_639880,Republic of Ireland
EPI_ISL_594740,Scotland
EPI_ISL_585870,Wales
EPI_ISL_830000,Europe / Iceland
EPI_ISL_830343,Europe / Iceland
EPI_ISL_830307,Europe / Iceland
EPI_ISL_2281297,Europe / Spain
EPI_ISL_830332,Europe / Iceland
EPI_ISL_830347,Europe / Iceland
EPI_ISL_1140284,Europe / Germany
EPI_ISL_829266,Europe / Iceland
EPI_ISL_829264,Europe / Iceland
EPI_ISL_612646,Wales
EPI_ISL_829494,Europe / Iceland
EPI_ISL_598279,Wales
EPI_ISL_722592,Europe / Netherlands
EPI_ISL_638935,Scotland
EPI_ISL_622368,Europe / Denmark
EPI_ISL_612662,Wales
EPI_ISL_828164,Europe / Iceland
EPI_ISL_826690,Europe / Iceland
EPI_ISL_620261,Europe / Denmark
EPI_ISL_620260,Europe / Denmark
EPI_ISL_620274,Europe / Denmark
EPI_ISL_620033,Europe / Denmark
EPI_ISL_620156,Europe / Denmark
EPI_ISL_620036,Europe / Denmark
EPI_ISL_620035,Europe / Denmark
EPI_ISL_620030,Europe / Denmark
EPI_ISL_620029,Europe / Denmark
EPI_ISL_620270,Europe / Denmark
EPI_ISL_620268,Europe / Denmark
EPI_ISL_620275,Europe / Denmark
EPI_ISL_620034,Europe / Denmark
EPI_ISL_586202,Wales
EPI_ISL_620028,Europe / Denmark
EPI_ISL_620243,Europe / Denmark
EPI_ISL_826685,Europe / Iceland
EPI_ISL_619450,Europe / Denmark
EPI_ISL_585989,Wales
EPI_ISL_586037,Wales
EPI_ISL_619453,Europe / Denmark
EPI_ISL_586033,Wales
EPI_ISL_620018,Europe / Denmark
EPI_ISL_586000,Wales
EPI_ISL_620011,Europe / Denmark
EPI_ISL_585948,Wales
EPI_ISL_585939,Wales
EPI_ISL_827895,Europe / Iceland
EPI_ISL_585849,Wales
EPI_ISL_598824,Wales
EPI_ISL_619444,Europe / Denmark
EPI_ISL_620149,Europe / Denmark
EPI_ISL_620157,Europe / Denmark
EPI_ISL_620180,Europe / Denmark
EPI_ISL_620060,Europe / Denmark
EPI_ISL_620196,Europe / Denmark
EPI_ISL_620284,Europe / Denmark
EPI_ISL_620192,Europe / Denmark
EPI_ISL_620183,Europe / Denmark
EPI_ISL_585832,Wales
EPI_ISL_639904,Republic of Ireland
EPI_ISL_620193,Europe / Denmark
EPI_ISL_585838,Wales
EPI_ISL_586008,Wales
EPI_ISL_620194,Europe / Denmark
EPI_ISL_585967,Wales
EPI_ISL_775469,Europe / Norway
EPI_ISL_620257,Europe / Denmark
EPI_ISL_620244,Europe / Denmark
EPI_ISL_586122,Wales
EPI_ISL_620254,Europe / Denmark
EPI_ISL_620249,Europe / Denmark
EPI_ISL_620245,Europe / Denmark
EPI_ISL_586097,Wales
EPI_ISL_585912,Wales
EPI_ISL_612923,Wales
EPI_ISL_620256,Europe / Denmark
EPI_ISL_585928,Wales
EPI_ISL_627552,Northern Ireland
EPI_ISL_585914,Wales
EPI_ISL_826851,Europe / Iceland
EPI_ISL_585917,Wales
EPI_ISL_585966,Wales
EPI_ISL_620258,Europe / Denmark
EPI_ISL_620195,Europe / Denmark
EPI_ISL_2751163,Scotland
EPI_ISL_888713,Europe / Belgium
EPI_ISL_594830,Scotland
EPI_ISL_619420,Europe / Denmark
EPI_ISL_619406,Europe / Denmark
EPI_ISL_619408,Europe / Denmark
EPI_ISL_612809,Wales
EPI_ISL_619407,Europe / Denmark
EPI_ISL_619409,Europe / Denmark
EPI_ISL_612787,Wales
EPI_ISL_612789,Wales
EPI_ISL_827903,Europe / Iceland
EPI_ISL_619431,Europe / Denmark
EPI_ISL_619432,Europe / Denmark
EPI_ISL_612337,Scotland
EPI_ISL_619410,Europe / Denmark
EPI_ISL_619447,Europe / Denmark
EPI_ISL_598261,Wales
EPI_ISL_612770,Wales
EPI_ISL_596021,Scotland
EPI_ISL_628394,Wales
EPI_ISL_628485,Scotland
EPI_ISL_619426,Europe / Denmark
EPI_ISL_612829,Wales
EPI_ISL_612867,Wales
EPI_ISL_619414,Europe / Denmark
EPI_ISL_619413,Europe / Denmark
EPI_ISL_622336,Europe / Denmark
EPI_ISL_620061,Europe / Denmark
EPI_ISL_639879,Republic of Ireland
EPI_ISL_638930,Scotland
EPI_ISL_827586,Europe / Iceland
EPI_ISL_827596,Europe / Iceland
EPI_ISL_827591,Europe / Iceland
EPI_ISL_827595,Europe / Iceland
EPI_ISL_827593,Europe / Iceland
EPI_ISL_625448,Scotland
EPI_ISL_625446,Scotland
EPI_ISL_831097,Europe / Spain
EPI_ISL_612794,Wales
EPI_ISL_620403,Europe / Denmark
EPI_ISL_620400,Europe / Denmark
EPI_ISL_828985,Europe / Iceland
EPI_ISL_612795,Wales
EPI_ISL_706898,Scotland
EPI_ISL_620102,Europe / Denmark
EPI_ISL_586070,Wales
EPI_ISL_585788,Wales
EPI_ISL_586195,Wales
EPI_ISL_831096,Europe / Spain
EPI_ISL_620229,Europe / Denmark
EPI_ISL_722231,Europe / Spain
EPI_ISL_620202,Europe / Denmark
EPI_ISL_586133,Wales
EPI_ISL_620222,Europe / Denmark
EPI_ISL_620110,Europe / Denmark
EPI_ISL_620213,Europe / Denmark
EPI_ISL_2751150,Wales
EPI_ISL_2751215,Scotland
EPI_ISL_627799,Wales
EPI_ISL_828306,Europe / Iceland
EPI_ISL_828314,Europe / Iceland
EPI_ISL_828033,Europe / Iceland
EPI_ISL_828989,Europe / Iceland
EPI_ISL_828982,Europe / Iceland
EPI_ISL_828990,Europe / Iceland
EPI_ISL_828988,Europe / Iceland
EPI_ISL_828991,Europe / Iceland
EPI_ISL_828749,Europe / Iceland
EPI_ISL_828742,Europe / Iceland
EPI_ISL_828746,Europe / Iceland
EPI_ISL_828748,Europe / Iceland
EPI_ISL_828747,Europe / Iceland
EPI_ISL_2751167,Scotland
EPI_ISL_2751170,Scotland
EPI_ISL_2751188,Scotland
EPI_ISL_828743,Europe / Iceland
EPI_ISL_639874,Republic of Ireland
EPI_ISL_585863,Wales
EPI_ISL_585855,Wales
EPI_ISL_620288,Europe / Denmark
EPI_ISL_620162,Europe / Denmark
EPI_ISL_620039,Europe / Denmark
EPI_ISL_620170,Europe / Denmark
EPI_ISL_620046,Europe / Denmark
EPI_ISL_620295,Europe / Denmark
EPI_ISL_620052,Europe / Denmark
EPI_ISL_620186,Europe / Denmark
EPI_ISL_620058,Europe / Denmark
EPI_ISL_620281,Europe / Denmark
EPI_ISL_620292,Europe / Denmark
EPI_ISL_620282,Europe / Denmark
EPI_ISL_620283,Europe / Denmark
EPI_ISL_620059,Europe / Denmark
EPI_ISL_620296,Europe / Denmark
EPI_ISL_620173,Europe / Denmark
EPI_ISL_620301,Europe / Denmark
EPI_ISL_620172,Europe / Denmark
EPI_ISL_620298,Europe / Denmark
EPI_ISL_585813,Wales
EPI_ISL_585961,Wales
EPI_ISL_639872,Republic of Ireland
EPI_ISL_639884,Republic of Ireland
EPI_ISL_585842,Wales
EPI_ISL_639887,Republic of Ireland
EPI_ISL_586019,Wales
EPI_ISL_585818,Wales
EPI_ISL_620063,Europe / Denmark
EPI_ISL_585936,Wales
EPI_ISL_639875,Republic of Ireland
EPI_ISL_2751144,Wales
EPI_ISL_639888,Republic of Ireland
EPI_ISL_585827,Wales
EPI_ISL_585865,Wales
EPI_ISL_627832,Wales
EPI_ISL_2751211,Scotland
EPI_ISL_620221,Europe / Denmark
EPI_ISL_638929,Scotland
EPI_ISL_638934,Scotland
EPI_ISL_585858,Wales
EPI_ISL_585959,Wales
EPI_ISL_620211,Europe / Denmark
EPI_ISL_585854,Wales
EPI_ISL_585981,Wales
EPI_ISL_620093,Europe / Denmark
EPI_ISL_585943,Wales
EPI_ISL_620104,Europe / Denmark
EPI_ISL_585848,Wales
EPI_ISL_627743,Wales
EPI_ISL_585837,Wales
EPI_ISL_888720,Europe / Belgium
EPI_ISL_620220,Europe / Denmark
EPI_ISL_620098,Europe / Denmark
EPI_ISL_889427,Europe / Czech Republic
EPI_ISL_620209,Europe / Denmark
EPI_ISL_594719,Scotland
EPI_ISL_722266,Europe / Spain
EPI_ISL_722265,Europe / Spain
EPI_ISL_827415,Europe / Iceland
EPI_ISL_827594,Europe / Iceland
EPI_ISL_722246,Europe / Spain
EPI_ISL_639878,Republic of Ireland
EPI_ISL_842646,Europe / Switzerland
EPI_ISL_639871,Republic of Ireland
EPI_ISL_639886,Republic of Ireland
EPI_ISL_639889,Republic of Ireland
EPI_ISL_639870,Republic of Ireland
EPI_ISL_654455,Europe / Spain
EPI_ISL_639882,Republic of Ireland
EPI_ISL_722245,Europe / Spain
EPI_ISL_639873,Republic of Ireland
EPI_ISL_654235,Europe / Spain
EPI_ISL_654356,Europe / Spain
EPI_ISL_609270,Wales
EPI_ISL_609273,Wales
EPI_ISL_940286,Europe / France
EPI_ISL_609231,Wales
EPI_ISL_609236,Wales
EPI_ISL_654234,Europe / Spain
EPI_ISL_824507,Europe / Spain
EPI_ISL_824505,Europe / Spain
EPI_ISL_609244,Wales
EPI_ISL_609242,Wales
EPI_ISL_609248,Wales
EPI_ISL_609221,Wales
EPI_ISL_654231,Europe / Spain
EPI_ISL_612347,Scotland
EPI_ISL_648150,Europe / Sweden
EPI_ISL_913477,Europe / Sweden
EPI_ISL_631313,Europe / Germany
EPI_ISL_609245,Wales
EPI_ISL_596063,Scotland
EPI_ISL_2600985,Europe / Spain
EPI_ISL_828983,Europe / Iceland
EPI_ISL_612336,Scotland
EPI_ISL_609288,Wales
EPI_ISL_612327,Scotland
EPI_ISL_612334,Scotland
EPI_ISL_612335,Scotland
EPI_ISL_625447,Scotland
EPI_ISL_1312605,Europe / Latvia
EPI_ISL_3800830,Europe / Italy
EPI_ISL_585480,Scotland
EPI_ISL_609279,Wales
EPI_ISL_609259,Wales
EPI_ISL_625450,Scotland
EPI_ISL_654528,Europe / Spain
EPI_ISL_826692,Europe / Iceland
EPI_ISL_826694,Europe / Iceland
EPI_ISL_826688,Europe / Iceland
EPI_ISL_830001,Europe / Iceland
EPI_ISL_827429,Europe / Iceland
EPI_ISL_639891,Republic of Ireland
EPI_ISL_654563,Europe / Spain
EPI_ISL_654562,Europe / Spain
EPI_ISL_595900,Scotland
EPI_ISL_5822015,Scotland
EPI_ISL_595897,Scotland
EPI_ISL_654236,Europe / Spain
EPI_ISL_940291,Europe / France
EPI_ISL_609268,Wales
EPI_ISL_631304,Europe / Germany
EPI_ISL_631312,Europe / Germany
EPI_ISL_609269,Wales
EPI_ISL_654232,Europe / Spain
EPI_ISL_609300,Wales
EPI_ISL_609274,Wales
EPI_ISL_609284,Wales
EPI_ISL_639890,Republic of Ireland
EPI_ISL_627545,Northern Ireland
EPI_ISL_2450749,Europe / Italy
EPI_ISL_829253,Europe / Iceland
EPI_ISL_2450748,Europe / Italy
EPI_ISL_829490,Europe / Iceland
EPI_ISL_829491,Europe / Iceland
EPI_ISL_587072,Scotland
EPI_ISL_627553,Northern Ireland
EPI_ISL_829267,Europe / Iceland
EPI_ISL_1346947,Europe / Germany
EPI_ISL_627550,Northern Ireland
EPI_ISL_827908,Europe / Iceland
EPI_ISL_594829,Scotland
EPI_ISL_827598,Europe / Iceland
EPI_ISL_829263,Europe / Iceland
EPI_ISL_627547,Northern Ireland
EPI_ISL_830324,Europe / Iceland
EPI_ISL_627543,Northern Ireland
EPI_ISL_830330,Europe / Iceland
EPI_ISL_827585,Europe / Iceland
EPI_ISL_780068,Europe / Spain
EPI_ISL_828751,Europe / Iceland
EPI_ISL_828750,Europe / Iceland
EPI_ISL_639881,Republic of Ireland
EPI_ISL_1312667,Europe / Latvia
EPI_ISL_639876,Republic of Ireland
EPI_ISL_830345,Europe / Iceland
EPI_ISL_729614,Europe / Germany
EPI_ISL_830341,Europe / Iceland
EPI_ISL_830336,Europe / Iceland
EPI_ISL_830516,Europe / Iceland
EPI_ISL_830511,Europe / Iceland
EPI_ISL_830515,Europe / Iceland
EPI_ISL_612721,Wales
EPI_ISL_627551,Northern Ireland
EPI_ISL_612836,Wales
EPI_ISL_612716,Wales
EPI_ISL_612704,Wales
EPI_ISL_595954,Scotland
EPI_ISL_612608,Wales
EPI_ISL_827693,Europe / Iceland
EPI_ISL_830849,Europe / Switzerland
EPI_ISL_826869,Europe / Iceland
EPI_ISL_826868,Europe / Iceland
EPI_ISL_828851,Europe / Iceland
EPI_ISL_609307,Wales
EPI_ISL_585954,Wales
EPI_ISL_585965,Wales
EPI_ISL_827040,Europe / Iceland
EPI_ISL_828852,Europe / Iceland
EPI_ISL_585915,Wales
EPI_ISL_2627426,Europe / Spain
EPI_ISL_625451,Scotland
EPI_ISL_586054,Wales
EPI_ISL_586094,Wales
EPI_ISL_2600992,Europe / Spain
EPI_ISL_2600993,Europe / Spain
EPI_ISL_585809,Wales
EPI_ISL_888731,Europe / Belgium
EPI_ISL_2627423,Europe / Spain
EPI_ISL_585921,Wales
EPI_ISL_2627425,Europe / Spain
EPI_ISL_585932,Wales
EPI_ISL_585850,Wales
EPI_ISL_585814,Wales
EPI_ISL_585828,Wales
EPI_ISL_1312617,Europe / Latvia
EPI_ISL_586660,Wales
EPI_ISL_585956,Wales
EPI_ISL_3800831,Europe / Italy
EPI_ISL_1312671,Europe / Latvia
EPI_ISL_585483,Scotland
EPI_ISL_585482,Scotland
EPI_ISL_586237,Wales
EPI_ISL_585996,Wales
EPI_ISL_585820,Wales
EPI_ISL_585946,Wales
EPI_ISL_609295,Wales
EPI_ISL_585811,Wales
EPI_ISL_625440,Wales
EPI_ISL_768774,Republic of Ireland
EPI_ISL_585944,Wales
EPI_ISL_609235,Wales
EPI_ISL_582017,Oceania / New Zealand
EPI_ISL_828037,Europe / Iceland
EPI_ISL_586004,Wales
EPI_ISL_586142,Wales
EPI_ISL_586100,Wales
EPI_ISL_691670,Europe / Spain
EPI_ISL_612746,Wales
EPI_ISL_612753,Wales
EPI_ISL_609271,Wales
EPI_ISL_596842,Oceania / Australia
EPI_ISL_612651,Wales
EPI_ISL_612773,Wales
EPI_ISL_830182,Europe / Iceland
EPI_ISL_612768,Wales
EPI_ISL_612693,Wales
EPI_ISL_612666,Wales
EPI_ISL_830508,Europe / Iceland
EPI_ISL_830512,Europe / Iceland
EPI_ISL_654237,Europe / Spain
EPI_ISL_654240,Europe / Spain
EPI_ISL_830507,Europe / Iceland
EPI_ISL_654522,Europe / Spain
EPI_ISL_612684,Wales
EPI_ISL_612738,Wales
EPI_ISL_612200,Wales
EPI_ISL_612769,Wales
EPI_ISL_612201,Wales
EPI_ISL_585974,Wales
EPI_ISL_1120917,Europe / Spain
EPI_ISL_2323068,Europe / Spain
EPI_ISL_2323070,Europe / Spain
EPI_ISL_735055,Europe / Belgium
EPI_ISL_735059,Europe / Belgium
EPI_ISL_735052,Europe / Belgium
EPI_ISL_735064,Europe / Belgium
EPI_ISL_735061,Europe / Belgium
EPI_ISL_735051,Europe / Belgium
EPI_ISL_735065,Europe / Belgium
EPI_ISL_595386,Wales
EPI_ISL_585869,Wales
EPI_ISL_829372,Europe / Iceland
EPI_ISL_826872,Europe / Iceland
EPI_ISL_585991,Wales
EPI_ISL_595512,Wales
EPI_ISL_585786,Wales
EPI_ISL_585778,Wales
EPI_ISL_585785,Wales
EPI_ISL_631317,Europe / Germany
EPI_ISL_609246,Wales
EPI_ISL_609249,Wales
EPI_ISL_612944,Wales
EPI_ISL_627308,Wales
EPI_ISL_609254,Wales
EPI_ISL_609262,Wales
EPI_ISL_706925,Scotland
EPI_ISL_842647,Europe / Switzerland
EPI_ISL_3800983,Europe / Norway
EPI_ISL_609239,Wales
EPI_ISL_826873,Europe / Iceland
EPI_ISL_609257,Wales
EPI_ISL_609252,Wales
EPI_ISL_609255,Wales
EPI_ISL_609261,Wales
EPI_ISL_609278,Wales
EPI_ISL_609276,Wales
EPI_ISL_609283,Wales
EPI_ISL_609225,Wales
EPI_ISL_609220,Wales
EPI_ISL_609229,Wales
EPI_ISL_598825,Wales
EPI_ISL_671915,Republic of Ireland
EPI_ISL_691669,Europe / Spain
EPI_ISL_691672,Europe / Spain
EPI_ISL_691673,Europe / Spain
EPI_ISL_691671,Europe / Spain
EPI_ISL_828625,Europe / Iceland
EPI_ISL_738240,Europe / Belgium
EPI_ISL_827131,Europe / Iceland
EPI_ISL_827138,Europe / Iceland
EPI_ISL_654238,Europe / Spain
EPI_ISL_827139,Europe / Iceland
EPI_ISL_827132,Europe / Iceland
EPI_ISL_671930,Republic of Ireland
EPI_ISL_706926,Scotland
EPI_ISL_671911,Republic of Ireland
EPI_ISL_2323069,Europe / Spain
EPI_ISL_2323071,Europe / Spain
EPI_ISL_827744,Europe / Iceland
EPI_ISL_827747,Europe / Iceland
EPI_ISL_827751,Europe / Iceland
EPI_ISL_827669,Europe / Iceland
EPI_ISL_827695,Europe / Iceland
EPI_ISL_722264,Europe / Spain
