node	country
node_777614	North America / USA
EPI_ISL_434213	North America / USA
EPI_ISL_491033	North America / USA
node_777632	North America / USA
EPI_ISL_604320	North America / USA
EPI_ISL_571100	North America / USA
EPI_ISL_417509	North America / USA
EPI_ISL_604545	North America / USA
EPI_ISL_430021	North America / USA
EPI_ISL_571866	North America / USA
EPI_ISL_460059	North America / USA
EPI_ISL_509756	North America / USA
EPI_ISL_485866	North America / USA
EPI_ISL_571033	North America / USA
EPI_ISL_445080	North America / USA
EPI_ISL_467373	North America / USA
EPI_ISL_571844	North America / USA
EPI_ISL_571119	North America / USA
EPI_ISL_684439	Asia / Japan
node_777637	Asia / Japan
EPI_ISL_446347	Wales
node_777627	Wales
EPI_ISL_474501	Wales
EPI_ISL_422126	Wales
EPI_ISL_472955	Wales
EPI_ISL_432281	Wales
EPI_ISL_445589	Wales
EPI_ISL_445775	Wales
EPI_ISL_419434	Wales
EPI_ISL_432292	Wales
EPI_ISL_432377	Wales
EPI_ISL_446151	Wales
node_777612	Wales
EPI_ISL_486434	Europe / Latvia
EPI_ISL_426287	Europe / Latvia
EPI_ISL_426286	Europe / Latvia
EPI_ISL_486433	Europe / Latvia
EPI_ISL_473522	Scotland
EPI_ISL_489380	Scotland
EPI_ISL_3568121	Oceania / Australia
EPI_ISL_693270	Oceania / Australia
EPI_ISL_427789	Oceania / Australia
node_786752	Republic of Ireland
EPI_ISL_767732	Republic of Ireland
EPI_ISL_767731	Republic of Ireland
EPI_ISL_681894	Republic of Ireland
EPI_ISL_767733	Republic of Ireland
EPI_ISL_671368	Republic of Ireland
EPI_ISL_681896	Republic of Ireland
EPI_ISL_671367	Republic of Ireland
EPI_ISL_671361	Republic of Ireland
EPI_ISL_671394	Republic of Ireland
EPI_ISL_767734	Republic of Ireland
EPI_ISL_869156	Republic of Ireland
EPI_ISL_767730	Republic of Ireland
EPI_ISL_681895	Republic of Ireland
EPI_ISL_681897	Republic of Ireland
EPI_ISL_869153	Republic of Ireland
node_786761	Republic of Ireland
EPI_ISL_981247	Republic of Ireland
EPI_ISL_11065344	Republic of Ireland
EPI_ISL_5248234	Republic of Ireland
EPI_ISL_5248250	Republic of Ireland
EPI_ISL_644262	Republic of Ireland
EPI_ISL_981216	Republic of Ireland
EPI_ISL_671371	Republic of Ireland
node_786848	Republic of Ireland
EPI_ISL_869159	Republic of Ireland
EPI_ISL_869150	Republic of Ireland
EPI_ISL_5248031	Republic of Ireland
EPI_ISL_869151	Republic of Ireland
EPI_ISL_5248246	Republic of Ireland
EPI_ISL_11015015	Republic of Ireland
EPI_ISL_5248154	Republic of Ireland
EPI_ISL_417425	Europe / Belgium
EPI_ISL_1020171	Europe / Belgium
EPI_ISL_767806	Republic of Ireland
node_820206	Republic of Ireland
EPI_ISL_981257	Republic of Ireland
node_820220	Republic of Ireland
EPI_ISL_767735	Republic of Ireland
node_821378	Republic of Ireland
EPI_ISL_767820	Republic of Ireland
EPI_ISL_5248254	Republic of Ireland
EPI_ISL_671359	Republic of Ireland
EPI_ISL_500652	Oceania / Australia
EPI_ISL_3568097	Oceania / Australia
EPI_ISL_436684	Africa / South Africa
EPI_ISL_467493	Africa / South Africa
node_169691	Africa / South Africa
EPI_ISL_451984	Europe / Poland
node_172093	Europe / Poland
EPI_ISL_451973	Europe / Poland
EPI_ISL_451971	Europe / Poland
EPI_ISL_455441	Europe / Poland
EPI_ISL_451980	Europe / Poland
EPI_ISL_451975	Europe / Poland
EPI_ISL_451981	Europe / Poland
EPI_ISL_451982	Europe / Poland
EPI_ISL_572075	North America / USA
EPI_ISL_460061	North America / USA
EPI_ISL_495610	North America / USA
EPI_ISL_751355	Europe / Italy
node_172104	Europe / Germany
EPI_ISL_751430	Europe / Italy
EPI_ISL_492981	Europe / Italy
EPI_ISL_522857	Europe / Italy
EPI_ISL_856873	Europe / Italy
node_172144	Europe / Italy
EPI_ISL_466995	Europe / Switzerland
EPI_ISL_466928	Europe / Switzerland
node_172084	England
EPI_ISL_440059	England
EPI_ISL_589565	England
EPI_ISL_589506	England
EPI_ISL_433016	England
EPI_ISL_475356	England
node_172085	Europe / Iceland
EPI_ISL_1586397	Europe / Iceland
EPI_ISL_417564	Europe / Iceland
EPI_ISL_1586794	Europe / Iceland
EPI_ISL_424389	Europe / Iceland
EPI_ISL_424479	Europe / Iceland
EPI_ISL_1586203	Europe / Iceland
EPI_ISL_1586369	Europe / Iceland
EPI_ISL_1586784	Europe / Iceland
EPI_ISL_1586638	Europe / Iceland
node_172086	Europe / Austria
EPI_ISL_583784	Europe / Austria
EPI_ISL_583781	Europe / Austria
EPI_ISL_475913	Europe / Austria
EPI_ISL_728302	Europe / Germany
node_172094	Europe / Germany
EPI_ISL_1382981	Europe / Spain
EPI_ISL_452474	Europe / Spain
EPI_ISL_452514	Europe / Spain
EPI_ISL_1383152	Europe / Spain
EPI_ISL_439177	Scotland
EPI_ISL_491546	Scotland
EPI_ISL_469990	Scotland
EPI_ISL_433382	Scotland
EPI_ISL_473392	England
EPI_ISL_473384	England
EPI_ISL_473382	England
EPI_ISL_1692721	Europe / Italy
EPI_ISL_918418	Europe / Italy
EPI_ISL_1133160	Europe / Italy
EPI_ISL_542147	Europe / Italy
EPI_ISL_778700	Europe / Italy
EPI_ISL_778648	Europe / Italy
EPI_ISL_876811	Europe / Italy
EPI_ISL_788967	Europe / Italy
EPI_ISL_876812	Europe / Italy
EPI_ISL_788947	Europe / Italy
EPI_ISL_872027	Europe / Italy
EPI_ISL_788946	Europe / Italy
EPI_ISL_776300	Europe / Germany
EPI_ISL_776301	Europe / Germany
EPI_ISL_856883	Europe / Italy
EPI_ISL_856882	Europe / Italy
EPI_ISL_1181749	Europe / Italy
EPI_ISL_1181799	Europe / Italy
EPI_ISL_1181793	Europe / Italy
EPI_ISL_1181795	Europe / Italy
EPI_ISL_510427	Europe / Spain
EPI_ISL_3731004	Europe / Italy
EPI_ISL_3730993	Europe / Italy
node_169795	Asia / Bangladesh
EPI_ISL_462094	Asia / Bangladesh
EPI_ISL_462090	Asia / Bangladesh
EPI_ISL_462098	Asia / Bangladesh
node_169799	Asia / Bangladesh
node_169806	Asia / Bangladesh
EPI_ISL_469297	Asia / Bangladesh
EPI_ISL_468072	Asia / Bangladesh
EPI_ISL_469286	Asia / Bangladesh
EPI_ISL_450839	Asia / Bangladesh
EPI_ISL_469299	Asia / Bangladesh
EPI_ISL_466626	Asia / Bangladesh
EPI_ISL_7211186	Asia / Bangladesh
EPI_ISL_7211216	Asia / Bangladesh
EPI_ISL_7211229	Asia / Bangladesh
EPI_ISL_7211188	Asia / Bangladesh
EPI_ISL_7211189	Asia / Bangladesh
EPI_ISL_2350795	Asia / Bangladesh
EPI_ISL_2350806	Asia / Bangladesh
EPI_ISL_466629	Asia / Bangladesh
EPI_ISL_464166	Asia / Bangladesh
EPI_ISL_2350797	Asia / Bangladesh
node_170081.polytomy_65	Asia / South Korea
EPI_ISL_456519	Oceania / Australia
EPI_ISL_7211151	Asia / Bangladesh
node_170138	Oceania / Australia
EPI_ISL_504180	Asia / Bangladesh
node_171081	Asia / Bangladesh
node_171083	Asia / Bangladesh
EPI_ISL_774882	Asia / Bangladesh
EPI_ISL_605893	Asia / Bangladesh
EPI_ISL_605892	Asia / Bangladesh
EPI_ISL_774883	Asia / Bangladesh
EPI_ISL_464165	Asia / Bangladesh
EPI_ISL_465164	Asia / Bangladesh
EPI_ISL_466636	Asia / Bangladesh
EPI_ISL_768732	Asia / Bangladesh
EPI_ISL_468076	Asia / Bangladesh
EPI_ISL_447899	Asia / Bangladesh
EPI_ISL_437912	Asia / Bangladesh
node_171163	Asia / Bangladesh
EPI_ISL_477130	Asia / Bangladesh
EPI_ISL_462096	Asia / Bangladesh
node_171174	Asia / Bangladesh
EPI_ISL_605909	Asia / Bangladesh
EPI_ISL_774899	Asia / Bangladesh
EPI_ISL_774906	Asia / Bangladesh
EPI_ISL_605916	Asia / Bangladesh
node_171192	Asia / Bangladesh
EPI_ISL_605914	Asia / Bangladesh
EPI_ISL_774904	Asia / Bangladesh
EPI_ISL_7211123	Asia / Bangladesh
EPI_ISL_477129	Asia / Bangladesh
EPI_ISL_7211152	Asia / Bangladesh
EPI_ISL_7211148	Asia / Bangladesh
EPI_ISL_7211165	Asia / Bangladesh
EPI_ISL_7211164	Asia / Bangladesh
EPI_ISL_7211179	Asia / Bangladesh
EPI_ISL_7211178	Asia / Bangladesh
EPI_ISL_7211183	Asia / Bangladesh
EPI_ISL_7211182	Asia / Bangladesh
EPI_ISL_7211191	Asia / Bangladesh
EPI_ISL_7211221	Asia / Bangladesh
node_171343	Asia / Bangladesh
EPI_ISL_7211220	Asia / Bangladesh
node_171345	Asia / Bangladesh
EPI_ISL_7211260	Asia / Bangladesh
EPI_ISL_7211259	Asia / Bangladesh
EPI_ISL_2350804	Asia / Bangladesh
EPI_ISL_774910	Asia / Bangladesh
EPI_ISL_605920	Asia / Bangladesh
EPI_ISL_605912	Asia / Bangladesh
EPI_ISL_774902	Asia / Bangladesh
EPI_ISL_605921	Asia / Bangladesh
EPI_ISL_774911	Asia / Bangladesh
EPI_ISL_774873	Asia / Bangladesh
EPI_ISL_605883	Asia / Bangladesh
EPI_ISL_850189	Asia / South Korea
EPI_ISL_468071	Asia / Bangladesh
EPI_ISL_510659	Asia / South Korea
EPI_ISL_625461	Asia / Bangladesh
EPI_ISL_2350794	Asia / Bangladesh
EPI_ISL_477127	Asia / Bangladesh
EPI_ISL_477131	Asia / Bangladesh
EPI_ISL_774888	Asia / Bangladesh
EPI_ISL_605898	Asia / Bangladesh
EPI_ISL_605886	Asia / Bangladesh
EPI_ISL_774876	Asia / Bangladesh
EPI_ISL_7211265	Asia / Bangladesh
node_171201	Asia / Bangladesh
EPI_ISL_774909	Asia / Bangladesh
EPI_ISL_605919	Asia / Bangladesh
node_788363	England
EPI_ISL_456731	England
EPI_ISL_569436	Europe / France
EPI_ISL_4944316	Europe / France
EPI_ISL_4701014	Europe / France
EPI_ISL_889876	North America / Canada
EPI_ISL_569464	Europe / France
EPI_ISL_660737	Europe / France
EPI_ISL_2596992	Europe / France
EPI_ISL_2596337	Europe / France
EPI_ISL_5636189	Europe / France
EPI_ISL_488240	England
EPI_ISL_442775	England
EPI_ISL_443267	Europe / France
EPI_ISL_497799	Asia / Hong Kong
EPI_ISL_962536	Asia / China
node_777809	Europe / France
node_777811	England
node_777812	Europe / Sweden
EPI_ISL_419944	Oceania / Australia
EPI_ISL_456228	Oceania / New Zealand
EPI_ISL_660670	Europe / France
node_777828	Europe / France
node_784268	North America / USA
EPI_ISL_1113438	North America / USA
EPI_ISL_447804	South America / Colombia
EPI_ISL_447803	South America / Colombia
EPI_ISL_475884	Europe / Austria
EPI_ISL_583868	Europe / Austria
EPI_ISL_776226	Europe / Germany
EPI_ISL_776227	Europe / Germany
EPI_ISL_776268	Europe / Germany
node_172520	Europe / Switzerland
EPI_ISL_574824	Europe / Switzerland
EPI_ISL_429200	Europe / Switzerland
EPI_ISL_442829	England
EPI_ISL_548220	Europe / Switzerland
EPI_ISL_498044	Asia / South Korea
EPI_ISL_548213	Europe / Switzerland
EPI_ISL_596508	Asia / Palestine
EPI_ISL_548187	Europe / Switzerland
node_172519.polytomy_89	Europe / France
node_172519.polytomy_117	North America / Canada
EPI_ISL_678280	Europe / Russia
EPI_ISL_8904378	Europe / Russia
EPI_ISL_455708	Asia / Vietnam
EPI_ISL_8908048	Europe / Russia
EPI_ISL_455703	Asia / Vietnam
EPI_ISL_455704	Asia / Vietnam
EPI_ISL_455718	Asia / Vietnam
EPI_ISL_455705	Asia / Vietnam
EPI_ISL_1712272	Europe / Russia
EPI_ISL_1712263	Europe / Russia
EPI_ISL_2170893	Asia / China
EPI_ISL_3065998	Asia / Hong Kong
node_181137	Europe / Latvia
EPI_ISL_735261	Europe / Turkey
EPI_ISL_1111181	South America / Peru
EPI_ISL_437333	Europe / Turkey
node_181473	North America / USA
EPI_ISL_585107	Northern Ireland
EPI_ISL_448972	Northern Ireland
EPI_ISL_501014	Northern Ireland
EPI_ISL_489324	Northern Ireland
EPI_ISL_751391	Europe / Italy
EPI_ISL_754040	Europe / Germany
node_181511	Europe / Switzerland
EPI_ISL_837652	North America / Mexico
EPI_ISL_654665	Europe / Spain
EPI_ISL_1532160	South America / Peru
EPI_ISL_591380	Asia / Japan
EPI_ISL_506971	Asia / South Korea
EPI_ISL_583688	Europe / Austria
EPI_ISL_418279	Europe / Switzerland
EPI_ISL_418280	Europe / Switzerland
EPI_ISL_574835	Europe / Switzerland
EPI_ISL_574838	Europe / Switzerland
EPI_ISL_455294	Europe / Netherlands
node_181726	North America / Mexico
EPI_ISL_486451	Europe / Switzerland
EPI_ISL_574970	Europe / Switzerland
EPI_ISL_429223	Europe / Switzerland
EPI_ISL_429217	Europe / Switzerland
EPI_ISL_432178	Wales
EPI_ISL_432428	Wales
EPI_ISL_470901	Europe / Russia
EPI_ISL_9879594	Asia / Mongolia
node_172221	North America / USA
node_173011	North America / USA
node_181399	North America / USA
node_181421	North America / USA
EPI_ISL_491920	North America / USA
EPI_ISL_571511	North America / USA
EPI_ISL_424858	North America / USA
EPI_ISL_420784	North America / USA
EPI_ISL_421454	North America / USA
EPI_ISL_754778	North America / USA
EPI_ISL_467590	North America / USA
node_181534	North America / USA
EPI_ISL_2135969	North America / USA
node_172810	England
node_173248	England
EPI_ISL_433953	England
node_181169	England
node_181363	England
node_181364	England
EPI_ISL_457541	England
node_181420	England
node_181529	England
node_181530	England
node_181745	England
node_181777	England
EPI_ISL_458502	England
node_181793	England
EPI_ISL_457447	England
EPI_ISL_439754	England
EPI_ISL_459289	England
EPI_ISL_440407	England
EPI_ISL_470245	England
EPI_ISL_440409	England
EPI_ISL_449710	England
EPI_ISL_453000	England
EPI_ISL_457256	England
node_173219	England
EPI_ISL_425270	England
EPI_ISL_470128	England
node_172958	Europe / Belgium
node_180875	Europe / Belgium
node_181146	Europe / Belgium
EPI_ISL_420399	Europe / Belgium
EPI_ISL_462184	Europe / Belgium
node_181410	Europe / Belgium
EPI_ISL_458211	Europe / Belgium
EPI_ISL_734740	Europe / Belgium
node_181478	Europe / Belgium
EPI_ISL_734575	Europe / Belgium
EPI_ISL_734634	Europe / Belgium
EPI_ISL_476950	Europe / Belgium
EPI_ISL_462243	Europe / Belgium
node_181794	Europe / Belgium
EPI_ISL_420439	Europe / Belgium
EPI_ISL_420404	Europe / Belgium
EPI_ISL_458158	Europe / Belgium
EPI_ISL_462196	Europe / Belgium
EPI_ISL_476942	Europe / Belgium
EPI_ISL_2877429	Europe / France
EPI_ISL_508958	Europe / France
EPI_ISL_569601	Europe / France
EPI_ISL_629081	Europe / France
EPI_ISL_447725	Europe / France
EPI_ISL_1532157	South America / Peru
EPI_ISL_1111091	South America / Peru
node_181384	South America / Peru
EPI_ISL_1111213	South America / Peru
EPI_ISL_1111254	South America / Peru
node_181479	South America / Peru
node_181488	South America / Peru
EPI_ISL_1111095	South America / Peru
node_181573	South America / Peru
EPI_ISL_1111207	South America / Peru
EPI_ISL_536542	South America / Peru
EPI_ISL_1532235	South America / Peru
EPI_ISL_524473	South America / Peru
EPI_ISL_1111166	South America / Peru
EPI_ISL_1111216	South America / Peru
EPI_ISL_5934912	South America / Peru
EPI_ISL_517687	South America / Peru
EPI_ISL_1111192	South America / Peru
EPI_ISL_514317	South America / Peru
EPI_ISL_1111206	South America / Peru
EPI_ISL_536533	South America / Peru
EPI_ISL_1111094	South America / Peru
EPI_ISL_1111098	South America / Peru
EPI_ISL_1111116	South America / Peru
EPI_ISL_1111101	South America / Peru
node_181428	South America / Peru
EPI_ISL_527787	South America / Peru
EPI_ISL_596333	Europe / Russia
EPI_ISL_678277	Europe / Russia
EPI_ISL_572398	Europe / Russia
EPI_ISL_639933	Europe / Russia
node_181531	Europe / Russia
EPI_ISL_507220	Europe / Russia
EPI_ISL_596320	Europe / Russia
node_181800	Europe / Russia
EPI_ISL_1712289	Europe / Russia
EPI_ISL_514750	Europe / Russia
EPI_ISL_1712258	Europe / Russia
node_173345	North America / Mexico
node_181291	North America / Mexico
node_181413	North America / Mexico
EPI_ISL_837720	North America / Mexico
EPI_ISL_837683	North America / Mexico
EPI_ISL_1301579	North America / Mexico
EPI_ISL_837646	North America / Mexico
EPI_ISL_837643	North America / Mexico
EPI_ISL_4219817	North America / Mexico
EPI_ISL_4219835	North America / Mexico
EPI_ISL_4219841	North America / Mexico
EPI_ISL_4219851	North America / Mexico
EPI_ISL_4219872	North America / Mexico
EPI_ISL_4219874	North America / Mexico
node_181815	North America / Mexico
EPI_ISL_6316564	North America / Mexico
EPI_ISL_6316577	North America / Mexico
EPI_ISL_7780428	North America / Mexico
EPI_ISL_5196731	North America / Mexico
EPI_ISL_1301720	North America / Mexico
EPI_ISL_955244	North America / Mexico
EPI_ISL_1301614	North America / Mexico
EPI_ISL_837610	North America / Mexico
EPI_ISL_837623	North America / Mexico
EPI_ISL_837625	North America / Mexico
node_181544	North America / Mexico
EPI_ISL_1301619	North America / Mexico
EPI_ISL_837685	North America / Mexico
EPI_ISL_4219822	North America / Mexico
EPI_ISL_4219857	North America / Mexico
EPI_ISL_837712	North America / Mexico
EPI_ISL_7780430	North America / Mexico
EPI_ISL_4219816	North America / Mexico
EPI_ISL_4219858	North America / Mexico
node_181142	Europe / Turkey
EPI_ISL_437308	Europe / Turkey
node_181365	Europe / Turkey
EPI_ISL_735339	Europe / Turkey
node_181483	Europe / Turkey
node_181497	Europe / Turkey
node_181731	Europe / Turkey
node_181796	Europe / Turkey
EPI_ISL_480243	Europe / Turkey
EPI_ISL_460618	Europe / Turkey
EPI_ISL_460617	Europe / Turkey
EPI_ISL_460619	Europe / Turkey
EPI_ISL_480244	Europe / Turkey
EPI_ISL_735276	Europe / Turkey
EPI_ISL_468066	Europe / Turkey
EPI_ISL_480229	Europe / Turkey
EPI_ISL_495456	Europe / Turkey
node_181550	Europe / Turkey
EPI_ISL_814074	Europe / Turkey
EPI_ISL_2015133	Europe / Turkey
EPI_ISL_814089	Europe / Turkey
EPI_ISL_735270	Europe / Turkey
node_181202	Europe / Romania
node_181295	Europe / Romania
node_181400	Europe / Romania
EPI_ISL_468147	Europe / Romania
node_181833	Europe / Romania
EPI_ISL_468145	Europe / Romania
EPI_ISL_468156	Europe / Romania
EPI_ISL_468149	Europe / Romania
EPI_ISL_468134	Europe / Romania
EPI_ISL_477009	Europe / Hungary
node_181203	Europe / Hungary
EPI_ISL_476072	Europe / Hungary
EPI_ISL_476074	Europe / Hungary
EPI_ISL_476075	Europe / Hungary
EPI_ISL_476077	Europe / Hungary
EPI_ISL_435417	Europe / Hungary
EPI_ISL_476076	Europe / Hungary
EPI_ISL_636475	Europe / Italy
EPI_ISL_803891	Europe / Italy
node_181412	Europe / Italy
EPI_ISL_582123	Europe / Italy
EPI_ISL_775259	Europe / Italy
EPI_ISL_803893	Europe / Italy
EPI_ISL_778682	Europe / Italy
EPI_ISL_875674	Europe / Italy
EPI_ISL_454733	Europe / Italy
EPI_ISL_876972	Europe / Italy
EPI_ISL_918417	Europe / Italy
EPI_ISL_419596	Europe / Luxembourg
EPI_ISL_428939	Europe / Luxembourg
node_181357	Europe / Austria
EPI_ISL_1020295	Europe / Austria
EPI_ISL_438110	Europe / Austria
EPI_ISL_475873	Europe / Austria
EPI_ISL_438112	Europe / Austria
EPI_ISL_475816	Europe / Austria
EPI_ISL_475841	Europe / Austria
EPI_ISL_475844	Europe / Austria
EPI_ISL_475855	Europe / Austria
EPI_ISL_475872	Europe / Austria
EPI_ISL_475878	Europe / Austria
EPI_ISL_475886	Europe / Austria
node_181358	Europe / Netherlands
EPI_ISL_455178	Europe / Netherlands
EPI_ISL_461136	Europe / Netherlands
EPI_ISL_461135	Europe / Netherlands
EPI_ISL_455176	Europe / Netherlands
EPI_ISL_460657	Europe / Netherlands
EPI_ISL_414549	Europe / Netherlands
EPI_ISL_455133	Europe / Netherlands
EPI_ISL_447789	South America / Colombia
EPI_ISL_418262	South America / Colombia
node_181359	Europe / Spain
EPI_ISL_530078	Europe / Spain
EPI_ISL_467216	Europe / Spain
EPI_ISL_530106	Europe / Spain
EPI_ISL_510113	Europe / Spain
EPI_ISL_468773	Europe / Spain
EPI_ISL_530043	Europe / Spain
EPI_ISL_510437	Europe / Spain
EPI_ISL_530109	Europe / Spain
EPI_ISL_457740	Europe / Estonia
node_181746	Europe / Estonia
EPI_ISL_516627	Europe / Estonia
EPI_ISL_850947	Asia / China
EPI_ISL_455693	Asia / China
EPI_ISL_482582	Asia / China
EPI_ISL_443234	Asia / Singapore
EPI_ISL_574527	Asia / Singapore
EPI_ISL_538451	Asia / Singapore
node_181792	Oceania / Australia
EPI_ISL_419935	Oceania / Australia
EPI_ISL_4254489	Oceania / Australia
node_181795	North America / Canada
EPI_ISL_7141511	North America / Canada
EPI_ISL_7141512	North America / Canada
EPI_ISL_535910	North America / Canada
EPI_ISL_806408	North America / Canada
EPI_ISL_536104	North America / Canada
EPI_ISL_890707	North America / Canada
EPI_ISL_424526	Europe / Iceland
EPI_ISL_1586481	Europe / Iceland
EPI_ISL_574966	Europe / Switzerland
EPI_ISL_534808	England
node_788145.polytomy_89	Europe / France
EPI_ISL_468257	Europe / Switzerland
EPI_ISL_476131	Europe / Switzerland
EPI_ISL_451915	Europe / Switzerland
EPI_ISL_486493	Europe / Switzerland
EPI_ISL_486471	Europe / Switzerland
EPI_ISL_2367390	Europe / Switzerland
EPI_ISL_451787	Europe / Switzerland
EPI_ISL_626217	Europe / Germany
EPI_ISL_776497	Europe / Germany
EPI_ISL_440519	England
EPI_ISL_4254494	Oceania / Australia
EPI_ISL_4254495	Oceania / Australia
EPI_ISL_465808	England
EPI_ISL_425839	Scotland
EPI_ISL_635284	Europe / Slovenia
EPI_ISL_2643826	Europe / Slovenia
EPI_ISL_960309	Europe / Slovenia
EPI_ISL_1289879	Europe / Slovenia
EPI_ISL_2643786	Europe / Slovenia
EPI_ISL_635286	Europe / Slovenia
EPI_ISL_2643834	Europe / Slovenia
EPI_ISL_2643835	Europe / Slovenia
EPI_ISL_2643968	Europe / Slovenia
EPI_ISL_492664	England
EPI_ISL_488287	England
EPI_ISL_500033	England
EPI_ISL_424084	England
EPI_ISL_464772	England
EPI_ISL_500046	England
EPI_ISL_424082	England
EPI_ISL_488748	England
EPI_ISL_1181779	Europe / Italy
EPI_ISL_1260873	Europe / Italy
EPI_ISL_527380	Europe / Italy
EPI_ISL_877001	Europe / Italy
EPI_ISL_1260872	Europe / Italy
EPI_ISL_475903	Europe / Austria
node_182323	Europe / Austria
EPI_ISL_437969	Europe / Austria
EPI_ISL_583805	Europe / Austria
EPI_ISL_437952	Europe / Austria
node_182319	Asia / Japan
node_182320	Asia / Japan
EPI_ISL_685070	Asia / Japan
EPI_ISL_639802	Oceania / Australia
EPI_ISL_447594	Oceania / Australia
EPI_ISL_593612	Oceania / Australia
EPI_ISL_693263	Oceania / Australia
EPI_ISL_451835	Europe / Switzerland
EPI_ISL_486479	Europe / Switzerland
EPI_ISL_466909	Europe / Germany
EPI_ISL_5051010	Europe / Germany
EPI_ISL_732538	Europe / Germany
EPI_ISL_437263	Europe / Germany
EPI_ISL_437280	Europe / Germany
EPI_ISL_466892	Europe / Germany
EPI_ISL_437239	Europe / Germany
EPI_ISL_437267	Europe / Germany
EPI_ISL_754051	Europe / Germany
EPI_ISL_754049	Europe / Germany
EPI_ISL_753836	Europe / Germany
EPI_ISL_754048	Europe / Germany
EPI_ISL_754050	Europe / Germany
EPI_ISL_754053	Europe / Germany
EPI_ISL_447610	Europe / Germany
EPI_ISL_452220	Europe / Germany
node_820977	Europe / Czech Republic
EPI_ISL_889308	Europe / Czech Republic
EPI_ISL_889307	Europe / Czech Republic
EPI_ISL_420355	Europe / Belgium
node_373903	Europe / Belgium
EPI_ISL_418984	Europe / Belgium
EPI_ISL_420326	Europe / Belgium
EPI_ISL_734582	Europe / Belgium
EPI_ISL_476964	Europe / Belgium
EPI_ISL_476941	Europe / Belgium
EPI_ISL_464078	Europe / Belgium
EPI_ISL_477005	Europe / Belgium
EPI_ISL_464088	Europe / Belgium
EPI_ISL_734658	Europe / Belgium
EPI_ISL_464085	Europe / Belgium
EPI_ISL_476945	Europe / Belgium
EPI_ISL_462239	Europe / Belgium
EPI_ISL_636575	Europe / Netherlands
EPI_ISL_636573	Europe / Netherlands
EPI_ISL_477001	Europe / Belgium
EPI_ISL_734706	Europe / Belgium
EPI_ISL_1181770	Europe / Italy
EPI_ISL_3730963	Europe / Italy
EPI_ISL_451859	Europe / Switzerland
EPI_ISL_574952	Europe / Switzerland
EPI_ISL_528235	Europe / Switzerland
EPI_ISL_430854	Europe / Sweden
EPI_ISL_454459	Europe / Sweden
EPI_ISL_454460	Europe / Sweden
EPI_ISL_454872	Europe / Sweden
EPI_ISL_454873	Europe / Sweden
EPI_ISL_432405	Wales
EPI_ISL_432406	Wales
EPI_ISL_429120	Europe / Russia
EPI_ISL_429122	Europe / Russia
EPI_ISL_429125	Europe / Russia
EPI_ISL_424636	Europe / Belgium
EPI_ISL_417012	Europe / Belgium
EPI_ISL_698564	Asia / United Arab Emirates
EPI_ISL_698461	Asia / United Arab Emirates
EPI_ISL_698463	Asia / United Arab Emirates
EPI_ISL_698510	Asia / United Arab Emirates
EPI_ISL_698474	Asia / United Arab Emirates
EPI_ISL_698650	Asia / United Arab Emirates
EPI_ISL_698449	Asia / United Arab Emirates
EPI_ISL_520693	Asia / United Arab Emirates
EPI_ISL_698219	Asia / United Arab Emirates
EPI_ISL_698288	Asia / United Arab Emirates
EPI_ISL_698520	Asia / United Arab Emirates
EPI_ISL_698791	Asia / United Arab Emirates
EPI_ISL_698828	Asia / United Arab Emirates
EPI_ISL_698931	Asia / United Arab Emirates
EPI_ISL_699006	Asia / United Arab Emirates
node_783243	Asia / United Arab Emirates
node_783245	Asia / United Arab Emirates
EPI_ISL_698471	Asia / United Arab Emirates
node_783247	Asia / United Arab Emirates
node_783248	Asia / United Arab Emirates
EPI_ISL_698748	Asia / United Arab Emirates
node_783251	Asia / United Arab Emirates
EPI_ISL_860006	Asia / United Arab Emirates
EPI_ISL_698424	Asia / United Arab Emirates
EPI_ISL_698541	Asia / United Arab Emirates
EPI_ISL_698546	Asia / United Arab Emirates
EPI_ISL_698677	Asia / United Arab Emirates
node_783253	Asia / United Arab Emirates
node_783254	Asia / United Arab Emirates
EPI_ISL_520709	Asia / United Arab Emirates
node_783255	Asia / United Arab Emirates
node_783256	Asia / United Arab Emirates
EPI_ISL_698504	Asia / United Arab Emirates
node_783259	Asia / United Arab Emirates
node_783260	Asia / United Arab Emirates
EPI_ISL_698722	Asia / United Arab Emirates
node_783262	Asia / United Arab Emirates
EPI_ISL_698273	Asia / United Arab Emirates
node_783264	Asia / United Arab Emirates
EPI_ISL_698317	Asia / United Arab Emirates
EPI_ISL_698374	Asia / United Arab Emirates
node_783265	Asia / United Arab Emirates
node_783269	Asia / United Arab Emirates
node_783270	Asia / United Arab Emirates
EPI_ISL_699005	Asia / United Arab Emirates
node_783272	Asia / United Arab Emirates
EPI_ISL_698160	Asia / United Arab Emirates
EPI_ISL_698441	Asia / United Arab Emirates
node_783274	Asia / United Arab Emirates
node_783277	Asia / United Arab Emirates
EPI_ISL_698251	Asia / United Arab Emirates
EPI_ISL_698545	Asia / United Arab Emirates
EPI_ISL_698841	Asia / United Arab Emirates
node_783278	Asia / United Arab Emirates
EPI_ISL_859936	Asia / United Arab Emirates
EPI_ISL_860009	Asia / United Arab Emirates
node_783279	Asia / United Arab Emirates
EPI_ISL_698337	Asia / United Arab Emirates
node_783280	Asia / United Arab Emirates
EPI_ISL_859989	Asia / United Arab Emirates
